Window_ID,Pre_15s_Gap,BTC_Pre_15s,BTC_Pre_60s,BTC_Velocity_60s,Gap_5s,BTC_5s,Gap_10s,BTC_10s,Gap_15s,BTC_15s,Poly_Spread_15s,UP_Bid_15s,DN_Bid_15s,First_55c_Side,First_55c_Time,First_60c_Side,First_60c_Time,First_65c_Side,First_65c_Time,RSI_1m,V_1m,Drawdown_UP,Drawdown_DN,ATR_5m,BTC_Open,BTC_Close,Winner
1772466600,,,69004.3,290.90,,,,,,,,,,DOWN,218,DOWN,218,DOWN,218,46.25,114,499.30,-263.28,199.35,69295.20,68961.80,DOWN
1772466900,,,69054.6,-106.20,,,,,,,,,,DOWN,298,DOWN,298,DOWN,298,52.24,47,44.20,208.90,157.43,68948.40,69119.70,UP
1772467200,,,69206.5,-85.00,,,,,,,,,,UP,299,UP,299,UP,299,55.80,58,175.00,133.00,192.99,69121.50,69254.50,UP
1772467500,,,69561.3,-297.00,,,,,,,,,,UP,297,UP,297,UP,297,68.61,131,89.30,496.40,168.03,69264.30,69760.70,UP
1772467800,,,69590.9,155.40,,,,,,,,,,UP,298,UP,298,UP,298,63.38,42,157.10,27.90,100.68,69746.30,69630.70,DOWN
1772468100,,,69578.1,97.40,,,,,,,,,,DOWN,298,DOWN,298,DOWN,298,52.57,29,244.60,2.50,138.33,69675.50,69430.90,DOWN
1772468400,,,69713.9,-269.50,,,,,,,,,,DOWN,296,DOWN,296,DOWN,296,55.79,25,13.50,298.80,131.57,69444.40,69597.30,UP
1772468700,,,69365.0,238.00,-0.010995024875621873,69589.8,,,,,,,,UP,298,UP,298,UP,298,46.63,34,283.80,19.30,107.69,69603.00,69382.60,DOWN
1772469000,,,69316.6,73.40,,,,,0.38999999999999996,69500.0,-0.010000000000000009,0.7,0.31,DOWN,297,DOWN,297,DOWN,297,43.69,51,153.20,110.00,166.06,69390.00,69325.00,DOWN
1772469300,,,69091.7,200.00,,,,,,,,,,DOWN,297,DOWN,297,DOWN,297,41.29,34,200.00,72.20,134.24,69291.70,69185.00,DOWN
1772469600,,,69678.3,-494.50,,,,,0.29000000000000004,69205.1,-0.010000000000000009,0.65,0.36,DOWN,296,DOWN,296,DOWN,296,66.63,122,10.10,681.20,186.29,69183.80,69865.00,UP
1772469900,,,69850.3,6.10,,,,,,,,,,UP,298,UP,298,UP,298,60.92,29,49.00,204.30,163.40,69856.40,69815.20,DOWN
1772470200,,,69695.0,143.20,,,,,,,,,,DOWN,1,DOWN,18,DOWN,25,50.60,22,174.10,0.00,99.10,69838.20,69664.10,DOWN
1772470500,,,69577.6,54.70,-0.13000000000000006,69620.0,,,,,,,,DOWN,298,DOWN,298,DOWN,298,42.67,102,208.90,31.00,111.73,69632.30,69423.40,DOWN
1772470800,,,69438.5,-0.70,0.15000000000000002,69458.7,0.14999999999999997,69478.4,0.10999999999999999,69478.4,-0.00800995024875617,0.5590049751243781,0.4490049751243781,UP,1,UP,121,DOWN,170,50.58,29,49.20,130.10,95.22,69437.80,69551.70,UP
1772471100,,,69332.8,236.00,,,,,,,,,,UP,299,UP,299,UP,299,39.98,18,254.90,0.00,91.01,69568.80,69333.37,DOWN
1772471400,,,69411.7,-79.80,,,0.27,69380.3,,,,,,DOWN,298,DOWN,298,DOWN,298,47.65,17,58.20,156.50,87.74,69331.90,69449.60,UP
1772471700,,,69253.4,183.00,,,-0.0190049751243781,69436.4,,,,,,UP,296,UP,296,UP,296,42.93,43,233.20,128.20,130.71,69436.40,69326.00,DOWN
1772472000,,,69438.3,-133.20,0.08900497512437816,69305.1,0.24,69318.4,,,,,,DOWN,299,DOWN,299,DOWN,299,50.05,15,0.00,157.74,76.38,69305.10,69419.00,UP
1772472300,,,69346.1,78.20,,,,,,,,,,UP,298,UP,298,UP,298,50.44,23,184.60,7.50,80.67,69424.30,69390.61,DOWN
1772472600,,,69313.2,95.40,,,0.04999999999999999,69418.2,,,,,,UP,294,UP,294,UP,294,41.97,17,95.50,44.54,57.68,69408.60,69316.59,DOWN
