Window_ID,Pre_15s_Gap,BTC_Pre_15s,BTC_Pre_60s,BTC_Velocity_60s,Gap_5s,BTC_5s,Gap_10s,BTC_10s,Gap_15s,BTC_15s,Poly_Spread_15s,UP_Bid_15s,DN_Bid_15s,First_55c_Side,First_55c_Time,First_60c_Side,First_60c_Time,First_65c_Side,First_65c_Time,RSI_1m,V_1m,Drawdown_UP,Drawdown_DN,ATR_5m,BTC_Open,BTC_Close,Winner
1772821500,,,,0.00,,,,,,,,,,DOWN,288,DOWN,288,DOWN,288,51.50,3,104.00,-104.00,54.49,68373.70,68269.70,DOWN
1772821800,,,68427.0,-135.00,,,,,,,,,,DOWN,299,DOWN,299,DOWN,299,64.36,6,10.10,170.00,66.79,68292.00,68462.00,UP
1772822100,,,68394.96,29.73,,,,,,,,,,UP,299,UP,299,UP,299,56.67,15,115.27,7.41,58.13,68424.69,68402.39,DOWN
1772822400,,,,0.00,,,,,,,,,,DOWN,295,DOWN,295,DOWN,295,50.00,0,0.10,0.00,46.23,68405.30,68405.30,UP
1772829000,,,,0.00,,,,,,,,,,UP,130,UP,130,UP,130,36.06,23,43.82,9.06,51.55,67882.94,67839.93,DOWN
1772829300,,,67826.63,18.77,0.12000000000000005,67817.1,,,0.050000000000000044,67834.6,-0.010000000000000009,0.53,0.48,DOWN,297,DOWN,297,UP,68,45.85,9,34.43,61.60,61.19,67845.40,67899.13,UP
1772829600,,,67997.0,-93.90,,,,,,,,,,DOWN,12,DOWN,17,DOWN,17,53.18,5,57.80,138.90,90.18,67903.10,67952.10,UP
1772829900,,,68057.0,-75.30,,,0.049004975124378125,67948.49353761,,,,,,UP,296,UP,296,UP,296,61.67,4,33.21,105.30,47.59,67981.70,68087.00,UP
1772830200,,,68100.0,-13.10,,,,,,,,,,UP,299,UP,299,UP,299,60.76,11,17.30,32.59,48.33,68086.90,68098.70,UP
1772830500,,,68150.3,-51.60,0.06900497512437814,68098.7,,,,,,,,UP,298,UP,298,UP,298,58.11,6,27.95,60.00,50.87,68098.70,68129.70,UP
1772830800,,,68134.48555707,-17.39,,,,,,,,,,UP,295,UP,295,UP,295,61.64,7,46.35,32.90,44.16,68117.10,68150.00,UP
1772831100,,,68162.3,-5.80,,,-0.14999999999999997,68156.4,,,,,,UP,294,UP,294,UP,294,60.44,6,24.50,25.10,27.97,68156.50,68160.40,UP
1772831400,,,68153.4,6.50,,,,,,,,,,UP,295,UP,295,UP,295,55.79,1,31.90,0.00,19.82,68159.90,68133.46,DOWN
1772831700,,,68145.6,2.00,0.03099502487562189,68147.6,,,,,,,,DOWN,298,DOWN,298,DOWN,298,54.72,1,21.31,12.53,26.95,68147.60,68138.70,DOWN
1772832000,,,68089.2,44.30,,,,,,,,,,DOWN,296,DOWN,296,DOWN,19,28.21,1,61.40,16.49,33.67,68133.50,68072.10,DOWN
1772832300,,,68011.9,0.10,,,,,-0.16900497512437807,68062.84233,-0.00900497512437809,0.42,0.5890049751243781,DOWN,290,DOWN,290,DOWN,290,37.71,14,62.30,50.84,37.39,68012.00,68015.30,UP
1772832600,,,68064.25003083,-48.85,,,,,,,,,,UP,298,UP,298,UP,298,44.13,12,32.10,86.26,35.98,68015.40,68060.60,UP
1772832900,,,,0.00,,,,,,,,,,UP,294,UP,294,UP,294,47.60,4,0.00,53.40,48.39,68027.60,68079.42,UP
1772883600,,,68088.0,-11.97,,,,,,,,,,UP,185,UP,218,UP,230,49.53,5,0.00,29.36,23.88,68076.03,68089.00,UP
1772883900,,,68079.496953,20.96,,,,,,,,,,UP,299,UP,299,UP,299,44.45,1,37.76,16.55,14.39,68100.45,68089.40,DOWN
