Window_ID,Pre_15s_Gap,BTC_Pre_15s,BTC_Pre_60s,BTC_Velocity_60s,Gap_5s,BTC_5s,Gap_10s,BTC_10s,Gap_15s,BTC_15s,Poly_Spread_15s,UP_Bid_15s,DN_Bid_15s,First_55c_Side,First_55c_Time,First_60c_Side,First_60c_Time,First_65c_Side,First_65c_Time,RSI_1m,V_1m,Drawdown_UP,Drawdown_DN,ATR_5m,BTC_Open,BTC_Close,Winner
1773908400,,,70164.7,-21.00,,,,,,,,,,UP,36,UP,36,UP,36,51.30,66,41.90,86.58,65.60,70143.70,70190.10,UP
1773908700,,,70077.07,112.93,,,-0.44999999999999996,70150.3,,,,,,DOWN,1,DOWN,1,DOWN,7,41.99,14,123.99,0.00,39.86,70190.00,70087.90,DOWN
1773909000,,,70084.15,-14.65,,,0.030000000000000027,70066.3,,,,,,UP,4,UP,85,UP,106,42.13,26,11.82,69.30,36.96,70069.50,70070.60,DOWN
1773909300,,,70032.0,38.60,,,0.09000000000000002,70057.7,,,,,,UP,10,UP,13,UP,82,28.98,41,160.89,3.80,41.78,70070.60,69932.50,DOWN
1773909600,,,70021.62,-89.12,,,0.52,69958.7,,,,,,UP,1,UP,7,UP,7,44.79,9,12.50,218.10,84.18,69932.50,70020.67,UP
1773909900,,,70110.46,-98.57,,,-0.13000000000000006,70013.5,,,,,,DOWN,4,DOWN,91,UP,136,54.14,12,7.49,126.01,41.17,70011.89,70119.30,UP
1773910200,,,69993.71,117.33,,,0.13000000000000006,70128.4,,,,,,DOWN,4,DOWN,28,DOWN,28,43.50,12,153.24,24.86,58.34,70111.04,70021.30,DOWN
1773910500,,,69951.3,58.30,,,0.12000000000000005,70009.5,,,,,,UP,10,DOWN,49,DOWN,61,47.40,18,76.00,0.00,30.04,70009.60,69990.00,DOWN
1773910800,,,70150.7,-157.50,,,0.27,70009.5,,,,,,UP,1,UP,7,UP,13,55.21,6,0.00,169.00,61.15,69993.20,70086.00,UP
1773911100,,,70092.0,0.50,,,0.16999999999999998,70105.24,,,,,,UP,4,UP,4,DOWN,67,54.81,7,21.24,51.60,44.93,70092.50,70099.77,UP
1773911400,,,70000.1,113.47,,,0.11000000000000004,70119.1,,,,,,UP,1,UP,1,DOWN,138,47.66,9,123.72,7.92,49.10,70113.57,70043.70,DOWN
1773911700,,,70061.8,-19.66,,,,,-0.09000000000000002,70022.2,-0.019999999999999962,0.47,0.54,DOWN,3,DOWN,3,DOWN,27,56.19,8,28.66,66.66,40.00,70042.14,70105.30,UP
1773912000,,,70329.1,-220.30,,,,,-0.07,70105.71,-0.009999999999999953,0.47,0.53,UP,0,UP,51,UP,75,62.04,16,3.50,341.10,107.10,70108.80,70274.80,UP
