Window_ID,Pre_15s_Gap,BTC_Pre_15s,BTC_Pre_60s,BTC_Velocity_60s,Gap_5s,BTC_5s,Gap_10s,BTC_10s,Gap_15s,BTC_15s,Poly_Spread_15s,UP_Bid_15s,DN_Bid_15s,First_55c_Side,First_55c_Time,First_60c_Side,First_60c_Time,First_65c_Side,First_65c_Time,RSI_1m,V_1m,Drawdown_UP,Drawdown_DN,ATR_5m,BTC_Open,BTC_Close,Winner
1772655600,0.040000000000000036,73449.9,73392.04,43.56,,,,,,,,,,DOWN,227,DOWN,227,UP,265,44.67,8,43.56,14.30,88.21,73435.60,73449.90,UP
1772655900,-0.010000000000000009,73508.9,73554.7,-149.75,,,,,0.03999999999999998,73443.3,-0.040000000000000036,0.54,0.48,UP,296,UP,296,UP,296,48.88,19,0.00,153.23,61.64,73404.95,73508.80,UP
1772656200,0.030000000000000027,73511.2,73360.2,139.90,-0.009999999999999953,73500.0,,,-0.02999999999999997,73500.1,-0.008009950248756226,0.4890049751243781,0.5190049751243782,UP,297,UP,297,UP,297,49.33,13,165.29,11.10,77.18,73500.10,73487.80,DOWN
