# Polymarket Sniper V5 — Session Log
# Generated: 2026-03-02 22:18:26
# Snapshot rows logged every ~15s. TRADE_EVENT rows on buy/sell/settle.
#
# SNAPSHOT FIELDS:
#   Timestamp      — Wall-clock time of snapshot
#   SimBal         — Simulated wallet balance (USD)
#   LiveBal        — Live Polymarket wallet balance (USD)
#   RiskBankroll   — Current risk-adjusted bankroll available for bets (USD)
#   TimeRem        — Time remaining in current 5-min window (MM:SS)
#   BTC_Price      — Live BTC/USD price from Kraken WS / Binance fallback
#   BTC_Open       — BTC price at window open (Kraken REST)
#   BTC_Diff       — BTC_Price minus BTC_Open (USD)
#   BTC_Range      — Intra-window high-low price range (USD)
#   Odds_Score     — Polymarket UP-DN bid skew in cents (+ve = UP favoured)
#   Trend_4H       — 4-hour macro trend direction (S-UP/M-UP/W-UP/NEUTRAL/W-DOWN/M-DOWN/S-DOWN)
#   Trend_1H       — 1-hour trend direction (same scale)
#   RSI_1m         — 14-period RSI on 1-minute Binance candles
#   ATR_5m         — 5-period Average True Range on 1-minute candles (USD)
#   Sig_Slingshot  — Slingshot scanner signal this tick (WAIT/OFF/BET_UP/BET_DOWN)
#   Sig_Cobra      — Cobra scanner signal this tick
#   Sig_CoiledCobra— Coiled Cobra (CCO) scanner signal this tick
#   Sig_Flag       — BullFlag scanner signal this tick
#   Master_Score   — Net scanner consensus: (# UP signals) minus (# DOWN signals)
#   Master_Status  — Aggregate direction: BUY_UP / BUY_DN / NEUTRAL
#   Active_Scanners— Count of scanners firing a BET signal this tick
#   UP_Price       — Polymarket UP option midpoint price
#   DN_Price       — Polymarket DOWN option midpoint price
#   UP_Bid         — Polymarket UP option best bid
#   DN_Bid         — Polymarket DOWN option best bid
#   Shares_UP      — Current UP shares held
#   Shares_DN      — Current DOWN shares held
#
# TRADE_EVENT FIELDS (interleaved rows):
#   TRADE_EVENT,Time,Type,Side,Amount,ExecPrice,SigPrice,Slippage,Shares,RSI,Trend,RiskBal,MainBal,Note
Timestamp,SimBal,LiveBal,RiskBankroll,TimeRem,BTC_Price,BTC_Open,BTC_Diff,BTC_Range,Odds_Score,Trend_4H,Trend_1H,RSI_1m,ATR_5m,Sig_Slingshot,Sig_Cobra,Sig_CoiledCobra,Sig_Flag,Master_Score,Master_Status,Active_Scanners,UP_Price,DN_Price,UP_Bid,DN_Bid,Shares_UP,Shares_DN
2026-03-02 22:18:29,100.00,94.74,0.00,00:00,0.00,0.00,0.00,0.00,0,NEUTRAL,NEUTRAL,50.0,0.00,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.500,0.500,0.500,0.500,0.00,0.00
2026-03-02 22:18:45,100.00,94.74,100.00,01:15,68895.60,68730.20,165.40,171.35,97.0,S-UP,S-UP,50.6,93.64,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.985,0.015,0.990,0.020,0.00,0.00
2026-03-02 22:19:01,100.00,94.74,100.00,00:59,68906.20,68730.20,176.00,195.90,99.0,S-UP,S-UP,53.5,93.64,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.995,0.010,1.000,0.010,0.00,0.00
2026-03-02 22:19:16,100.00,94.74,100.00,00:44,68966.10,68730.20,235.90,235.90,99.0,S-UP,S-UP,55.5,88.09,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.995,0.010,1.000,0.010,0.00,0.00
2026-03-02 22:19:32,100.00,94.74,100.00,00:28,68932.90,68730.20,202.70,253.40,99.0,S-UP,S-UP,50.8,97.06,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.995,0.010,1.000,0.010,0.00,0.00
2026-03-02 22:19:47,100.00,94.74,100.00,00:13,68882.80,68730.20,152.60,253.40,99.0,S-UP,S-UP,49.3,104.65,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.995,0.010,1.000,0.010,0.00,0.00
TRADE_EVENT,2026-03-02 22:19:59,SETTLE,UP,0.00,1.00000,1.00000,0.00000,0.00,0.00,N/A,0.00,100.00,Win: UP | PnL: 0.00
2026-03-02 22:20:03,100.00,94.74,100.00,04:57,68882.93,68730.20,152.73,253.40,99.1,S-UP,S-UP,49.9,104.65,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.995,0.009,1.000,0.009,0.00,0.00
2026-03-02 22:20:18,100.00,94.74,100.00,04:42,68878.50,68882.93,-4.43,24.70,-7.0,S-UP,S-UP,48.3,89.40,OFF,OFF,WAIT_COIL_DATA,SKIP|Price 6886228.0c > Max 80.0c,-1,BUY_DN,1,0.465,0.535,0.470,0.540,0.00,0.00
TRADE_EVENT,2026-03-02 22:20:33,BUY,DOWN,10.00,0.55000,68853.00000,-68852.45000,18.18,48.33,S-UP,100.00,90.00,Pending: BET_DOWN_MOM|Leader @ 12s: DOWN 54.0¢
2026-03-02 22:20:34,90.00,94.74,90.00,04:26,68853.00,68882.93,-29.93,50.20,-13.0,S-UP,S-UP,48.3,91.42,OFF,OFF,WAIT_COIL_DATA,SKIP|Price 6886260.0c > Max 80.0c,-1,BUY_DN,1,0.435,0.565,0.450,0.580,0.00,18.18
2026-03-02 22:20:49,90.00,94.74,90.00,04:11,68886.20,68882.93,3.27,50.20,5.0,S-UP,S-UP,50.6,91.78,OFF,OFF,WAIT_COIL_DATA,SKIP|Price 6889599.0c > Max 80.0c,-1,BUY_DN,1,0.520,0.470,0.530,0.480,0.00,18.18
2026-03-02 22:21:05,90.00,94.74,90.00,03:55,68911.90,68882.93,28.97,70.40,4.0,S-UP,S-UP,50.0,71.15,OFF,OFF,WAIT_COIL_DATA,SKIP|Price 6888765.0c > Max 80.0c,-1,BUY_DN,1,0.520,0.485,0.530,0.490,0.00,18.18
2026-03-02 22:21:20,90.00,94.74,90.00,03:40,68863.60,68882.93,-19.33,70.40,-13.0,S-UP,S-UP,47.3,81.46,OFF,OFF,WAIT_COIL_DATA,SKIP|Price 6884870.0c > Max 80.0c,-1,BUY_DN,1,0.435,0.565,0.440,0.570,0.00,18.18
2026-03-02 22:21:36,90.00,94.74,90.00,03:24,68836.40,68882.93,-46.53,87.00,-18.9,S-UP,S-UP,47.6,83.87,OFF,OFF,WAIT_COIL_DATA,SKIP|Price 6885256.0c > Max 80.0c,-1,BUY_DN,1,0.420,0.605,0.420,0.609,0.00,18.18
2026-03-02 22:21:52,90.00,94.74,90.00,03:08,68862.46,68882.93,-20.47,87.00,-21.0,S-UP,S-UP,47.3,83.87,OFF,OFF,WAIT_COIL_DATA,SKIP|Price 6884927.0c > Max 80.0c,-1,BUY_DN,1,0.395,0.605,0.399,0.609,0.00,18.18
2026-03-02 22:22:07,90.00,94.74,90.00,02:53,68868.90,68882.93,-14.03,87.00,-23.1,S-UP,S-UP,46.8,83.87,OFF,OFF,WAIT_COIL_DATA,SKIP|Price 6884021.0c > Max 80.0c,-1,BUY_DN,1,0.385,0.615,0.389,0.620,0.00,18.18
2026-03-02 22:22:22,90.00,94.74,90.00,02:38,68906.20,68882.93,23.27,87.00,18.9,S-UP,S-UP,51.6,82.82,OFF,OFF,WAIT_COIL_DATA,SKIP|Price 6890874.0c > Max 80.0c,-1,BUY_DN,1,0.595,0.405,0.609,0.420,0.00,18.18
2026-03-02 22:22:38,90.00,94.74,90.00,02:22,68893.00,68882.93,10.07,87.00,13.9,S-UP,S-UP,50.5,82.82,OFF,OFF,WAIT_COIL_DATA,SKIP|Price 6889300.0c > Max 80.0c,-1,BUY_DN,1,0.570,0.430,0.569,0.430,0.00,18.18
