Window_ID,Pre_15s_Gap,BTC_Pre_15s,BTC_Pre_60s,BTC_Velocity_60s,Gap_5s,BTC_5s,Gap_10s,BTC_10s,Gap_15s,BTC_15s,Poly_Spread_15s,UP_Bid_15s,DN_Bid_15s,First_55c_Side,First_55c_Time,First_60c_Side,First_60c_Time,First_65c_Side,First_65c_Time,RSI_1m,V_1m,Drawdown_UP,Drawdown_DN,ATR_5m,BTC_Open,BTC_Close,Winner
1773427200,,,,0.00,,,,,,,,,,UP,245,UP,261,UP,261,53.36,10,20.40,19.60,67.24,71273.80,71257.60,DOWN
1773427500,,,71106.6,143.20,,,,,,,,,,DOWN,6,DOWN,14,DOWN,65,47.63,9,176.50,0.00,65.71,71249.80,71183.30,DOWN
1773427800,,,71035.0,131.60,,,,,,,,,,DOWN,1,DOWN,7,DOWN,11,46.02,9,142.70,0.00,66.67,71166.60,71108.46,DOWN
1773428100,,,71066.1,46.50,,,,,,,,,,UP,11,DOWN,64,DOWN,83,43.30,4,69.30,20.50,33.27,71112.60,71067.30,DOWN
1773428400,,,,0.00,,,,,-0.04999999999999999,71067.2,-0.02999999999999997,0.49,0.54,DOWN,26,DOWN,49,,,50.00,0,47.80,0.10,28.07,71067.20,71032.80,DOWN
1773457200,,,70830.29,202.51,,,,,,,,,,UP,228,UP,228,UP,228,58.67,3,202.51,0.00,39.97,71032.80,70882.49,UP
1773457500,,,70996.1,-123.80,,,,,,,,,,UP,9,UP,28,UP,40,68.30,5,0.00,145.20,38.13,70872.30,70990.60,UP
1773457800,,,70983.76,20.74,-0.07,71006.5,,,-0.27,70970.3,-0.010000000000000009,0.37,0.64,DOWN,12,DOWN,15,DOWN,24,66.32,58,34.49,2.00,22.18,71004.50,71001.18,UP
1773458100,,,71082.2,-75.37,,,,,-0.050000000000000044,71003.0,-0.010000000000000009,0.48,0.53,DOWN,19,DOWN,39,UP,183,57.08,205,9.05,104.27,79.36,71006.83,71025.60,UP
1773458400,,,71004.4,13.30,,,0.010000000000000009,71008.67,,,,,,UP,2,UP,189,UP,233,59.59,5,58.05,4.20,31.88,71017.70,71021.90,UP
1773458700,,,71046.6,-14.35,,,,,,,,,,UP,9,UP,9,UP,9,58.41,12,2.85,30.95,28.86,71032.25,71032.80,UP
