Window_ID,Pre_15s_Gap,BTC_Pre_15s,BTC_Pre_60s,BTC_Velocity_60s,Gap_5s,BTC_5s,Gap_10s,BTC_10s,Gap_15s,BTC_15s,Poly_Spread_15s,UP_Bid_15s,DN_Bid_15s,First_55c_Side,First_55c_Time,First_60c_Side,First_60c_Time,First_65c_Side,First_65c_Time,RSI_1m,V_1m,Drawdown_UP,Drawdown_DN,ATR_5m,BTC_Open,BTC_Close,Winner
1773332400,,,70273.0,-128.90,,,,,,,,,,UP,139,UP,139,UP,139,56.60,12,-82.10,154.90,83.67,70144.10,70298.90,UP
1773332700,,,70404.9,-105.90,,,,,0.16999999999999993,70299.0,-0.030000000000000027,0.6,0.43,UP,15,UP,15,UP,46,49.81,25,0.10,263.30,114.50,70299.00,70338.00,UP
1773333000,,,70155.4,139.50,,,,,,,,,,DOWN,19,DOWN,65,DOWN,70,40.08,14,226.39,19.30,86.17,70294.90,70097.50,DOWN
1773333300,,,70293.0,-220.60,,,,,,,,,,UP,12,UP,53,UP,94,52.36,115,8.40,271.80,89.93,70072.40,70317.80,UP
1773333600,,,70350.8,-76.40,,,,,,,,,,DOWN,36,DOWN,36,UP,83,62.20,23,69.63,156.30,94.29,70274.40,70430.70,UP
1773333900,,,70433.1,31.20,,,,,,,,,,UP,6,DOWN,81,DOWN,101,55.23,11,102.30,0.00,68.88,70464.30,70399.90,DOWN
1773334200,,,70408.0,-8.20,,,,,,,,,,UP,21,UP,25,UP,34,60.31,30,104.40,134.50,107.10,70399.80,70534.30,UP
1773334500,,,70460.7,69.20,,,,,,,,,,DOWN,0,DOWN,24,DOWN,46,59.74,17,123.54,6.00,64.11,70529.90,70469.30,DOWN
1773334800,,,70424.2,48.43,,,-0.05099980003999205,70488.4,,,,,,DOWN,56,DOWN,65,DOWN,65,52.83,9,100.98,15.77,44.72,70472.63,70407.00,DOWN
1773335100,,,70439.9,-11.90,,,,,,,,,,UP,14,UP,14,UP,184,58.41,12,58.20,95.03,73.09,70428.00,70472.70,UP
