Timestamp,TimeRemaining,BTC_Price,BTC_Open,Diff,Range,Odds,Trend_4h,Trend_1h,RSI_1m,ATR_5m,V-UP,V-DN,Sling,Cobra,Coiled,Flag,M_Score,M_Status,Scanners,Up_Ask,Dn_Ask,Shares_UP,Shares_DN,Sim_Bal,Risk_Bal
2026-04-03 19:39:12,00:00,0.00,0.00,0.00,0.00,0,NEUTRAL,NEUTRAL,50.0,0.00,0,0,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.500,0.500,0.00,0.00,100.00,100.00
2026-04-03 19:39:28,00:00,66942.80,67000.10,-57.30,0.00,0,NEUTRAL,NEUTRAL,50.0,0.00,0,99,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.180,0.815,0.00,0.00,100.00,100.00
2026-04-03 19:39:44,00:00,66942.80,67000.10,-57.30,0.00,0,NEUTRAL,NEUTRAL,50.0,0.00,0,99,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.185,0.855,0.00,0.00,100.00,100.00
2026-04-03 19:39:59,00:00,66947.16,67000.10,-52.94,0.00,0,NEUTRAL,NEUTRAL,50.0,0.00,0,98,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.005,0.995,0.00,0.00,100.00,100.00
2026-04-03 19:40:15,00:00,66942.80,66942.80,0.00,0.00,-3.0,NEUTRAL,NEUTRAL,50.0,15.98,16,0,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.485,0.515,0.00,0.00,100.00,100.00
2026-04-03 19:40:31,00:00,66942.80,66942.80,0.00,0.00,-3.0,NEUTRAL,NEUTRAL,50.0,15.98,0,8,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.345,0.660,0.00,0.00,100.00,100.00
2026-04-03 19:40:46,00:00,66947.08,66942.80,4.28,0.00,-3.0,NEUTRAL,NEUTRAL,50.0,15.98,0,15,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.265,0.735,0.00,0.00,100.00,100.00
2026-04-03 19:41:02,00:00,66942.80,66942.80,0.00,0.00,-3.0,NEUTRAL,NEUTRAL,50.0,15.98,8,0,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.360,0.605,0.00,0.00,100.00,100.00
2026-04-03 19:41:17,00:00,66948.10,66942.80,5.30,0.00,-3.0,NEUTRAL,NEUTRAL,50.0,15.98,41,0,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.545,0.425,0.00,0.00,100.00,100.00
2026-04-03 19:41:33,00:00,66950.00,66942.80,7.20,0.00,-3.0,NEUTRAL,NEUTRAL,50.0,15.98,85,0,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.635,0.310,0.00,0.00,100.00,100.00
2026-04-03 19:41:48,00:00,66977.90,66942.80,35.10,0.00,-3.0,NEUTRAL,NEUTRAL,50.0,15.98,59,0,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.770,0.240,0.00,0.00,100.00,100.00
2026-04-03 19:42:03,00:00,66977.90,66942.80,35.10,0.00,-3.0,NEUTRAL,NEUTRAL,50.0,15.98,74,0,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.725,0.275,0.00,0.00,100.00,100.00
2026-04-03 19:42:19,00:00,66977.90,66942.80,35.10,0.00,-3.0,NEUTRAL,NEUTRAL,50.0,15.98,43,0,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.585,0.415,0.00,0.00,100.00,100.00
2026-04-03 19:42:34,00:00,66964.94,66942.80,22.14,0.00,-3.0,NEUTRAL,NEUTRAL,50.0,15.98,43,0,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.615,0.380,0.00,0.00,100.00,100.00
2026-04-03 19:42:50,00:00,66977.90,66942.80,35.10,0.00,-3.0,NEUTRAL,NEUTRAL,50.0,15.98,46,0,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.565,0.430,0.00,0.00,100.00,100.00
2026-04-03 19:43:06,00:00,66977.80,66942.80,35.00,0.00,-3.0,NEUTRAL,NEUTRAL,50.0,15.98,8,0,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.415,0.615,0.00,0.00,100.00,100.00
2026-04-03 19:43:21,00:00,66956.80,66942.80,14.00,0.00,-3.0,NEUTRAL,NEUTRAL,50.0,15.98,11,0,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.390,0.615,0.00,16.39,90.00,90.00
