Timestamp,TimeRemaining,BTC_Price,BTC_Open,Diff,Range,Odds,Trend_4h,Trend_1h,RSI_1m,ATR_5m,V-UP,V-DN,Sling,Cobra,Coiled,Flag,M_Score,M_Status,Scanners,Up_Ask,Dn_Ask,Shares_UP,Shares_DN,Sim_Bal,Risk_Bal
2026-04-03 19:31:03,00:00,0.00,0.00,0.00,0.00,0,NEUTRAL,NEUTRAL,50.0,0.00,0,0,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.500,0.500,0.00,0.00,100.00,100.00
2026-04-03 19:31:18,00:00,66978.00,66978.00,0.00,0.00,0,NEUTRAL,NEUTRAL,50.0,0.00,1,0,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.340,0.655,0.00,0.00,100.00,100.00
2026-04-03 19:31:33,00:00,66977.80,66978.00,-0.20,0.00,0,NEUTRAL,NEUTRAL,50.0,0.00,0,12,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.350,0.660,0.00,0.00,100.00,100.00
2026-04-03 19:31:49,00:00,66963.10,66978.00,-14.90,0.00,0,NEUTRAL,NEUTRAL,50.0,0.00,0,49,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.310,0.725,0.00,0.00,100.00,100.00
2026-04-03 19:32:04,00:00,66963.10,66978.00,-14.90,0.00,0,NEUTRAL,NEUTRAL,50.0,0.00,0,49,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.260,0.760,0.00,0.00,100.00,100.00
2026-04-03 19:32:19,00:00,66962.70,66978.00,-15.30,0.00,0,NEUTRAL,NEUTRAL,50.0,0.00,0,22,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.310,0.710,0.00,0.00,100.00,100.00
2026-04-03 19:32:35,00:00,66960.21,66978.00,-17.79,0.00,0,NEUTRAL,NEUTRAL,50.0,0.00,0,31,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.245,0.755,0.00,0.00,100.00,100.00
2026-04-03 19:32:52,00:00,66948.10,66978.00,-29.90,0.00,0,NEUTRAL,NEUTRAL,50.0,0.00,0,13,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.250,0.745,0.00,0.00,100.00,100.00
2026-04-03 19:33:08,00:00,66948.10,66978.00,-29.90,0.00,0,NEUTRAL,NEUTRAL,50.0,0.00,0,25,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.250,0.750,0.00,0.00,100.00,100.00
2026-04-03 19:33:24,00:00,66960.75,66978.00,-17.25,0.00,0,NEUTRAL,NEUTRAL,50.0,0.00,0,46,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.215,0.805,0.00,0.00,100.00,100.00
2026-04-03 19:33:39,00:00,66948.10,66978.00,-29.90,0.00,0,NEUTRAL,NEUTRAL,50.0,0.00,0,1,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.280,0.700,0.00,0.00,100.00,100.00
2026-04-03 19:33:55,00:00,66948.10,66978.00,-29.90,0.00,0,NEUTRAL,NEUTRAL,50.0,0.00,0,14,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.380,0.635,0.00,0.00,100.00,100.00
2026-04-03 19:34:11,00:00,66948.10,66978.00,-29.90,0.00,0,NEUTRAL,NEUTRAL,50.0,0.00,0,46,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.320,0.690,0.00,0.00,100.00,100.00
2026-04-03 19:34:26,00:00,66948.10,66978.00,-29.90,0.00,0,NEUTRAL,NEUTRAL,50.0,0.00,0,104,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.385,0.585,0.00,0.00,100.00,100.00
2026-04-03 19:34:42,00:00,66948.10,66978.00,-29.90,0.00,0,NEUTRAL,NEUTRAL,50.0,0.00,0,87,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.480,0.510,0.00,0.00,100.00,100.00
2026-04-03 19:34:58,00:00,66957.70,66978.00,-20.30,0.00,0,NEUTRAL,NEUTRAL,50.0,0.00,0,2,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.605,0.405,0.00,0.00,100.00,100.00
2026-04-03 19:35:14,00:00,67000.10,67000.10,0.00,0.00,-1.0,NEUTRAL,NEUTRAL,50.0,18.98,0,13,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.520,0.475,0.00,0.00,100.00,100.00
2026-04-03 19:35:30,00:00,66965.93,67000.10,-34.17,0.00,-1.0,NEUTRAL,NEUTRAL,50.0,18.98,0,14,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.475,0.525,0.00,0.00,100.00,100.00
2026-04-03 19:35:46,00:00,66991.10,67000.10,-9.00,0.00,-1.0,NEUTRAL,NEUTRAL,50.0,18.98,0,14,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.455,0.545,0.00,0.00,100.00,100.00
2026-04-03 19:36:01,00:00,66991.00,67000.10,-9.10,0.00,-1.0,NEUTRAL,NEUTRAL,50.0,18.98,6,0,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.525,0.435,0.00,0.00,100.00,100.00
2026-04-03 19:36:17,00:00,66991.10,67000.10,-9.00,0.00,-1.0,NEUTRAL,NEUTRAL,50.0,18.98,19,0,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.585,0.420,5.08,0.00,97.31,97.31
2026-04-03 19:36:33,00:00,66991.10,67000.10,-9.00,0.00,-1.0,NEUTRAL,NEUTRAL,50.0,18.98,10,0,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.570,0.435,5.08,0.00,97.31,97.31
2026-04-03 19:36:48,00:00,67006.28,67000.10,6.18,0.00,-1.0,NEUTRAL,NEUTRAL,50.0,18.98,1,0,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.535,0.470,5.08,0.00,97.31,97.31
2026-04-03 19:37:03,00:00,66995.10,67000.10,-5.00,0.00,-1.0,NEUTRAL,NEUTRAL,50.0,18.98,0,28,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.310,0.670,5.08,0.00,97.31,97.31
2026-04-03 19:37:19,00:00,67000.27,67000.10,0.17,0.00,-1.0,NEUTRAL,NEUTRAL,50.0,18.98,0,75,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.330,0.670,5.08,0.00,97.31,97.31
2026-04-03 19:37:34,00:00,67000.27,67000.10,0.17,0.00,-1.0,NEUTRAL,NEUTRAL,50.0,18.98,0,176,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.190,0.855,5.08,0.00,97.31,97.31
2026-04-03 19:37:49,00:00,66972.81,67000.10,-27.29,0.00,-1.0,NEUTRAL,NEUTRAL,50.0,18.98,0,102,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.110,0.890,5.08,0.00,97.31,97.31
2026-04-03 19:38:05,00:00,66948.00,67000.10,-52.10,0.00,-1.0,NEUTRAL,NEUTRAL,50.0,18.98,0,103,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.100,0.905,5.08,0.00,97.31,97.31
2026-04-03 19:38:21,00:00,66942.80,67000.10,-57.30,0.00,-1.0,NEUTRAL,NEUTRAL,50.0,18.98,0,101,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.080,0.925,5.08,0.00,97.31,97.31
2026-04-03 19:38:36,00:00,66942.80,67000.10,-57.30,0.00,-1.0,NEUTRAL,NEUTRAL,50.0,18.98,0,111,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.060,0.920,5.08,0.00,97.31,97.31
2026-04-03 19:38:51,00:00,66942.80,67000.10,-57.30,0.00,-1.0,NEUTRAL,NEUTRAL,50.0,18.98,0,100,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.105,0.890,5.08,0.00,97.31,97.31
