Timestamp,TimeRemaining,BTC_Price,BTC_Open,Diff,Range,Odds,Trend_4h,Trend_1h,RSI_1m,ATR_5m,Hurst,V-UP,V-DN,Sling,Cobra,Coiled,Flag,M_Score,M_Status,Scanners,Up_Ask,Dn_Ask,Up_Bid,Dn_Bid,Shares_UP,Shares_DN,Sim_Bal,Live_Bal,Risk_Bal
2026-04-01 20:48:21,00:00,68357.60,68405.60,-48.00,69.60,-42.0,NEUTRAL,W-UP,35.8,40.45,0.500,0,2,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.260,0.715,0.270,0.690,40.00,0.00,90.00,93.04,90.00
2026-04-01 20:48:22,98s,68369.50,68405.60,-36.10,69.60,-28.0,NEUTRAL,W-UP,38.1,43.40,0.500,0,4,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.370,0.645,0.360,0.640,40.00,0.00,90.00,0.00,100.00
2026-04-01 20:48:30,90s,68364.12,68405.60,-41.48,69.60,-23.0,NEUTRAL,W-UP,38.0,44.20,0.500,0,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.350,0.620,0.380,0.610,40.00,0.00,90.00,0.00,100.00
2026-04-01 20:48:36,00:00,68364.12,68405.60,-41.48,69.60,-23.0,NEUTRAL,W-UP,38.0,44.20,0.500,0,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.350,0.620,0.380,0.610,40.00,0.00,90.00,93.04,90.00
2026-04-01 20:48:43,77s,68364.12,68405.60,-41.48,69.60,-24.0,NEUTRAL,W-UP,41.1,47.63,0.500,0,6,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.395,0.615,0.390,0.630,40.00,0.00,90.00,0.00,100.00
2026-04-01 20:48:52,00:00,68364.12,68405.60,-41.48,69.60,-24.0,NEUTRAL,W-UP,41.1,47.63,0.500,0,6,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.395,0.615,0.390,0.630,40.00,0.00,90.00,93.04,90.00
2026-04-01 20:48:54,66s,68400.00,68405.60,-5.60,69.60,-51.0,NEUTRAL,W-UP,37.2,47.63,0.500,0,29,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.225,0.755,0.230,0.740,40.00,43.48,56.52,0.00,100.00
2026-04-01 20:49:02,58s,68379.80,68405.60,-25.80,69.60,-79.0,NEUTRAL,W-UP,34.2,47.93,0.500,0,42,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.110,0.890,0.110,0.900,40.00,43.48,56.52,0.00,100.00
2026-04-01 20:49:08,00:00,68379.80,68405.60,-25.80,69.60,-79.0,NEUTRAL,W-UP,34.2,47.93,0.500,0,42,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.110,0.890,0.110,0.900,40.00,43.48,56.52,93.04,56.52
2026-04-01 20:49:10,50s,68379.18,68405.60,-26.42,69.60,-87.0,NEUTRAL,W-UP,32.5,45.10,0.500,0,45,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.065,0.935,0.070,0.940,40.00,43.48,56.52,0.00,100.00
2026-04-01 20:49:18,42s,68343.40,68405.60,-62.20,69.60,-93.0,NEUTRAL,W-UP,32.5,45.10,0.500,0,93,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.055,0.960,0.050,0.980,40.00,0.00,99.13,0.00,100.00
2026-04-01 20:49:24,00:00,68343.40,68405.60,-62.20,69.60,-93.0,NEUTRAL,W-UP,32.5,45.10,0.500,0,93,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.055,0.960,0.050,0.980,40.00,0.00,99.13,93.04,99.13
2026-04-01 20:49:24,36s,68325.10,68405.60,-80.50,80.50,-98.0,NEUTRAL,W-UP,29.6,52.84,0.500,0,95,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.020,0.985,0.020,1.000,40.00,0.00,99.13,0.00,100.00
2026-04-01 20:49:31,29s,68324.80,68405.60,-80.80,80.80,-99.0,NEUTRAL,W-UP,29.4,52.84,0.500,0,112,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.005,0.995,0.010,1.000,0.00,0.00,99.53,0.00,100.00
2026-04-01 20:49:37,23s,68300.10,68405.60,-105.50,105.50,-99.0,NEUTRAL,W-UP,28.6,53.25,0.500,0,82,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.005,0.995,0.010,1.000,0.00,0.00,99.53,0.00,100.00
2026-04-01 20:49:39,00:00,68300.10,68405.60,-105.50,105.50,-99.0,NEUTRAL,W-UP,28.6,53.25,0.500,0,82,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.005,0.995,0.010,1.000,0.00,0.00,99.53,93.04,99.53
2026-04-01 20:49:53,7s,68300.00,68405.60,-105.60,105.60,-99.0,NEUTRAL,W-UP,29.6,53.26,0.500,0,107,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.005,0.995,0.010,1.000,0.00,0.00,99.53,0.00,100.00
2026-04-01 20:49:54,00:00,68300.00,68405.60,-105.60,105.60,-99.0,NEUTRAL,W-UP,29.6,53.26,0.500,0,109,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.005,0.995,0.010,1.000,0.00,0.00,99.53,93.04,99.53
2026-04-01 20:50:01,0s,68265.40,68405.60,-140.20,140.20,-99.0,NEUTRAL,W-UP,26.8,61.50,0.500,0,85,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.005,0.995,0.010,1.000,0.00,0.00,99.53,0.00,100.00
2026-04-01 20:50:09,291s,68268.40,68268.40,0.00,0.00,13.0,NEUTRAL,W-UP,28.7,51.38,0.500,59,0,OFF,OFF,OFF,WAIT_DATA,1,BUY_UP,1,0.560,0.445,0.560,0.430,0.00,0.00,99.53,0.00,99.53
2026-04-01 20:50:10,00:00,68268.40,68268.40,0.00,0.00,13.0,NEUTRAL,W-UP,28.7,51.38,0.500,59,0,OFF,OFF,OFF,WAIT_DATA,1,BUY_UP,1,0.560,0.445,0.560,0.430,0.00,0.00,99.53,93.04,99.53
2026-04-01 20:50:15,285s,68285.50,68268.40,17.10,17.10,16.0,NEUTRAL,W-UP,30.5,53.44,0.500,68,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.550,0.435,0.570,0.410,0.00,0.00,99.53,0.00,99.53
2026-04-01 20:50:21,279s,68300.10,68268.40,31.70,31.70,8.0,NEUTRAL,W-UP,30.3,55.95,0.500,41,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.560,0.460,0.550,0.470,0.00,0.00,99.53,0.00,99.53
2026-04-01 20:50:25,00:00,68300.10,68268.40,31.70,31.70,8.0,NEUTRAL,W-UP,30.3,55.95,0.500,41,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.560,0.460,0.550,0.470,0.00,0.00,99.53,93.04,99.53
2026-04-01 20:50:30,270s,68284.15,68268.40,15.75,31.70,-6.0,NEUTRAL,W-UP,28.2,57.05,0.500,0,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.505,0.530,0.510,0.570,0.00,0.00,99.53,0.00,99.53
2026-04-01 20:50:38,262s,68273.10,68268.40,4.70,31.70,-33.0,NEUTRAL,W-UP,25.5,65.49,0.500,0,3,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.330,0.670,0.340,0.670,0.00,0.00,99.53,0.00,99.53
2026-04-01 20:50:41,00:00,68273.10,68268.40,4.70,31.70,-33.0,NEUTRAL,W-UP,25.5,65.49,0.500,0,3,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.330,0.670,0.340,0.670,0.00,0.00,99.53,93.04,99.53
2026-04-01 20:50:45,255s,68243.80,68268.40,-24.60,56.30,-42.0,NEUTRAL,W-UP,25.6,65.49,0.500,0,19,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.325,0.695,0.310,0.730,0.00,0.00,99.53,0.00,99.53
2026-04-01 20:50:53,247s,68246.52,68268.40,-21.88,56.30,-29.0,NEUTRAL,W-UP,25.1,68.04,0.500,0,2,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.345,0.655,0.360,0.650,0.00,0.00,99.53,0.00,99.53
2026-04-01 20:50:57,00:00,68246.52,68268.40,-21.88,56.30,-29.0,NEUTRAL,W-UP,25.1,68.04,0.500,0,2,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.345,0.655,0.360,0.650,0.00,0.00,99.53,93.04,99.53
2026-04-01 20:51:02,238s,68246.52,68268.40,-21.88,56.30,-35.0,NEUTRAL,W-UP,25.7,68.04,0.500,0,7,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.350,0.650,0.330,0.680,0.00,0.00,99.53,0.00,99.53
2026-04-01 20:51:08,232s,68243.90,68268.40,-24.50,56.30,-20.0,NEUTRAL,W-UP,25.5,54.92,0.500,5,0,OFF,OFF,OFF,WAIT_DATA,1,BUY_UP,1,0.385,0.595,0.400,0.600,0.00,0.00,99.53,0.00,99.53
2026-04-01 20:51:12,00:00,68243.90,68268.40,-24.50,56.30,-20.0,NEUTRAL,W-UP,25.5,54.92,0.500,5,0,OFF,OFF,OFF,WAIT_DATA,1,BUY_UP,1,0.385,0.595,0.400,0.600,0.00,0.00,99.53,93.04,99.53
2026-04-01 20:51:14,226s,68243.90,68268.40,-24.50,56.30,-7.0,NEUTRAL,W-UP,28.4,58.35,0.500,24,0,OFF,OFF,OFF,WAIT_DATA,1,BUY_UP,1,0.435,0.545,0.460,0.530,0.00,0.00,99.53,0.00,99.53
2026-04-01 20:51:21,219s,68255.70,68268.40,-12.70,56.30,-3.0,NEUTRAL,W-UP,30.1,60.23,0.500,35,0,OFF,OFF,OFF,WAIT_DATA,1,BUY_UP,1,0.475,0.515,0.480,0.510,0.00,0.00,99.53,0.00,99.53
2026-04-01 20:51:28,00:00,68255.70,68268.40,-12.70,56.30,-3.0,NEUTRAL,W-UP,30.1,60.23,0.500,35,0,OFF,OFF,OFF,WAIT_DATA,1,BUY_UP,1,0.475,0.515,0.480,0.510,0.00,0.00,99.53,93.04,99.53
2026-04-01 20:51:29,211s,68283.10,68268.40,14.70,56.30,11.0,NEUTRAL,W-UP,31.9,62.46,0.500,36,0,OFF,OFF,OFF,WAIT_DATA,1,BUY_UP,1,0.540,0.455,0.560,0.450,19.14,0.00,89.58,0.00,99.53
