Window_ID,Pre_15s_Gap,BTC_Pre_15s,BTC_Pre_60s,BTC_Velocity_60s,Gap_5s,BTC_5s,Gap_10s,BTC_10s,Gap_15s,BTC_15s,Poly_Spread_15s,UP_Bid_15s,DN_Bid_15s,First_55c_Side,First_55c_Time,First_60c_Side,First_60c_Time,First_65c_Side,First_65c_Time,RSI_1m,V_1m,Drawdown_UP,Drawdown_DN,ATR_5m,BTC_Open,BTC_Close,Winner
1773562800,,,71652.9,4.20,,,,,,,,,,DOWN,18,DOWN,23,DOWN,60,65.64,3,34.66,-0.10,16.51,71657.10,71652.90,DOWN
1773563100,,,71607.51,42.04,,,,,-0.07,71649.54895618,-0.009999999999999953,0.47,0.54,DOWN,2,DOWN,28,DOWN,28,51.91,4,87.55,3.45,31.05,71649.55,71600.09,DOWN
1773563400,,,71577.3,33.20,,,-0.050000000000000044,71610.6,-0.20999999999999996,71589.8,-0.010000000000000009,0.4,0.64,DOWN,15,DOWN,15,DOWN,67,42.80,4,70.96,32.43,26.60,71610.50,71539.54,DOWN
1773569700,,,71552.87757506,5.06,,,,,,,,,,DOWN,3,DOWN,23,DOWN,30,66.63,10,40.64,344.86,21.63,71557.94,71902.80,UP
1773570000,,,71846.02174606,56.68,,,,,0.08000000000000002,71891.03,-0.05999999999999994,0.57,0.49,DOWN,3,UP,27,UP,27,55.45,4,56.68,22.50,24.54,71902.70,71852.51,DOWN
1773570300,,,71861.98893599,-9.19,0.07,71852.8,,,,,,,,UP,9,DOWN,65,DOWN,65,59.61,6,4.45,15.39,8.82,71852.80,71868.19,UP
1773599700,,,71735.7,123.70,,,,,,,,,,DOWN,8,DOWN,34,DOWN,55,42.15,1,140.30,32.33,29.25,71859.40,71727.00,DOWN
1773600000,,,71715.78,11.22,,,,,,,,,,UP,4,UP,12,UP,18,45.69,2,233.56,7.80,15.86,71727.00,71714.30,DOWN
1773600300,,,71475.4,229.11,0.12000000000000005,71704.51,,,,,,,,UP,5,UP,17,DOWN,81,21.76,8,254.51,9.79,82.47,71704.51,71474.06,DOWN
1773600600,,,71404.9,45.10,0.13000000000000006,71450.0,0.20999999999999996,71436.83391747,,,,,,UP,5,UP,10,UP,35,24.55,2,53.60,45.40,42.87,71450.00,71411.30,DOWN
1773600900,,,71382.1,24.00,0.09000000000000002,71403.7,,,,,,,,UP,0,DOWN,21,DOWN,21,25.82,2,61.00,0.00,19.08,71406.10,71397.93,DOWN
1773601200,,,71418.7,-30.60,,,,,,,,,,UP,7,DOWN,39,UP,57,46.41,9,32.50,105.34,50.32,71388.10,71463.30,UP
1773601500,,,71404.7,64.60,,,,,-0.16999999999999993,71456.0,-0.02999999999999997,0.43,0.6,DOWN,11,DOWN,11,DOWN,139,37.02,4,65.60,7.80,34.74,71469.30,71409.29,DOWN
