Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
2025-12-01 02:15:00,87400.01000000,87461.36000000,87298.90000000,87298.90000000,37.56707000,1764555479999,3281561.34664430,10981,16.54318000,1445149.48893860,0
2025-12-01 02:18:00,87298.90000000,87330.00000000,87201.49000000,87201.49000000,32.81781000,1764555659999,2864403.01757110,9192,13.25371000,1156834.08168510,0
2025-12-01 02:21:00,87201.49000000,87283.73000000,87171.01000000,87189.70000000,77.32154000,1764555839999,6743370.39847610,11272,25.60205000,2232827.05166170,0
2025-12-01 02:24:00,87191.28000000,87200.00000000,87106.01000000,87117.23000000,76.65861000,1764556019999,6680743.37202570,10803,26.81896000,2337332.05345430,0
2025-12-01 02:27:00,87117.24000000,87185.56000000,87087.30000000,87088.25000000,33.98637000,1764556199999,2961722.51917010,8538,12.52946000,1091916.00253610,0
2025-12-01 02:30:00,87088.24000000,87126.09000000,87050.00000000,87075.23000000,142.76571000,1764556379999,12432477.11489610,14369,26.32287000,2292232.79890370,0
2025-12-01 02:33:00,87075.23000000,87152.00000000,86985.96000000,87066.02000000,128.90297000,1764556559999,11224002.91410600,15276,29.50248000,2569281.35426180,0
2025-12-01 02:36:00,87066.02000000,87107.34000000,86600.00000000,86633.09000000,294.24546000,1764556739999,25547733.98441570,29633,84.71744000,7352237.54090830,0
2025-12-01 02:39:00,86633.08000000,86924.70000000,86580.00000000,86901.61000000,217.02023000,1764556919999,18826713.74244980,26856,129.69765000,11250724.06182030,0
2025-12-01 02:42:00,86901.60000000,86947.34000000,86810.05000000,86819.53000000,81.01799000,1764557099999,7040413.63389470,13358,31.45221000,2733172.20133140,0
2025-12-01 02:45:00,86819.53000000,86842.00000000,86580.00000000,86600.94000000,98.48748000,1764557279999,8536730.33477630,21147,28.06597000,2432334.33149570,0
