Window_ID,Pre_15s_Gap,BTC_Pre_15s,BTC_Pre_60s,BTC_Velocity_60s,Gap_5s,BTC_5s,Gap_10s,BTC_10s,Gap_15s,BTC_15s,Poly_Spread_15s,UP_Bid_15s,DN_Bid_15s,First_55c_Side,First_55c_Time,First_60c_Side,First_60c_Time,First_65c_Side,First_65c_Time,RSI_1m,V_1m,Drawdown_UP,Drawdown_DN,ATR_5m,BTC_Open,BTC_Close,Winner
1774015800,,,69818.1,41.80,,,,,,,,,,UP,53,UP,53,UP,53,42.11,44,59.90,211.30,126.62,69859.90,69816.20,DOWN
1774016100,,,69687.0,111.00,,,,,,,,,,UP,0,UP,12,UP,12,40.14,49,144.70,56.80,105.71,69798.00,69700.00,DOWN
1774016400,,,69722.0,-10.70,,,,,,,,,,DOWN,8,DOWN,8,DOWN,13,49.23,52,118.10,92.80,113.29,69711.30,69780.70,UP
1774016700,,,69906.7,-99.30,,,,,,,,,,DOWN,11,DOWN,19,UP,101,58.27,13,76.40,176.30,87.26,69807.40,69927.46,UP
1774017000,,,70158.8,-170.20,,,,,,,,,,UP,22,UP,22,UP,35,65.77,22,5.70,183.70,106.25,69988.60,70149.00,UP
1774017300,,,70029.9,133.90,,,,,,,,,,DOWN,12,UP,40,UP,40,60.39,36,144.50,76.90,109.95,70163.80,70231.19,UP
1774017600,,,70059.4,118.60,-0.18999999999999995,70178.0,,,,,,,,DOWN,5,DOWN,5,DOWN,109,46.33,15,208.10,54.60,89.71,70178.00,69969.90,DOWN
1774017900,,,69980.2,-1.10,-0.04999999999999999,69979.1,,,0.0,69973.1,0.0,0.5,0.51,UP,36,UP,36,UP,69,44.64,13,78.90,120.10,95.43,69979.10,69952.80,DOWN
1774018200,,,69737.2,185.10,,,,,,,,,,DOWN,3,DOWN,3,DOWN,31,34.27,19,258.30,0.00,106.02,69922.30,69664.00,DOWN
1774018500,,,69788.1,-124.10,,,,,,,,,,UP,1,UP,1,UP,48,41.38,12,2.40,135.40,95.57,69664.00,69728.80,UP
1774018800,,,69693.7,35.20,,,,,,,,,,UP,3,UP,3,UP,9,39.67,19,113.60,118.60,83.48,69728.90,69646.00,DOWN
1774019100,,,69505.5,138.50,,,,,,,,,,UP,12,UP,18,UP,18,33.42,80,154.20,41.10,60.68,69644.00,69505.00,DOWN
1774019400,,,69709.4,-198.20,,,,,,,,,,UP,3,UP,12,UP,24,52.23,11,0.00,236.60,94.85,69511.20,69747.80,UP
1774019700,,,69654.5,92.40,,,,,,,,,,UP,7,DOWN,31,UP,84,42.32,13,146.80,53.90,82.57,69746.90,69614.50,DOWN
1774020000,,,69925.6,-314.82,,,,,,,,,,UP,8,UP,43,UP,43,53.90,109,14.14,342.12,147.59,69610.78,69848.84,UP
