Window_ID,Pre_15s_Gap,BTC_Pre_15s,BTC_Pre_60s,BTC_Velocity_60s,Gap_5s,BTC_5s,Gap_10s,BTC_10s,Gap_15s,BTC_15s,Poly_Spread_15s,UP_Bid_15s,DN_Bid_15s,First_55c_Side,First_55c_Time,First_60c_Side,First_60c_Time,First_65c_Side,First_65c_Time,RSI_1m,V_1m,Drawdown_UP,Drawdown_DN,ATR_5m,BTC_Open,BTC_Close,Winner
1774038000,,,70023.59,3.81,,,,,,,,,,DOWN,162,DOWN,162,DOWN,162,43.34,2,62.10,-3.26,33.66,70027.40,70015.00,DOWN
1774038300,,,69956.1,58.90,,,,,,,,,,DOWN,0,DOWN,14,DOWN,128,40.18,1,59.00,4.90,24.15,70015.00,69977.26,DOWN
1774038600,,,69826.8,150.45,,,,,-0.15999999999999998,69975.9,-0.040000000000000036,0.45,0.56,DOWN,15,DOWN,29,DOWN,29,28.30,6,156.25,0.00,47.22,69977.25,69821.10,DOWN
1774038900,,,69904.54,-74.05,,,0.08000000000000002,69830.49,,,,,,UP,1,UP,1,DOWN,26,41.67,8,83.69,74.05,53.34,69830.49,69870.80,UP
1774039200,,,69922.1,-51.30,,,,,,,,,,DOWN,17,UP,54,UP,54,49.76,4,20.29,75.70,40.70,69870.80,69941.40,UP
1774039500,,,69972.2,-40.28,,,,,,,,,,UP,8,UP,14,UP,26,64.09,4,17.67,112.69,45.86,69931.92,70026.50,UP
1774039800,,,70028.1,-1.60,,,,,,,,,,UP,1,UP,7,UP,26,55.18,3,19.12,68.81,37.45,70026.50,70007.38,DOWN
1774040100,,,70052.6,-41.10,,,,,,,,,,UP,13,UP,19,UP,19,62.22,3,0.00,53.46,23.69,70011.50,70039.90,UP
1774040400,,,70037.86,7.04,,,,,,,,,,UP,7,UP,7,UP,7,54.75,3,47.17,35.98,37.39,70044.90,70037.70,DOWN
1774040700,,,70002.3,33.00,,,,,,,,,,DOWN,8,DOWN,22,DOWN,22,50.72,4,33.10,0.02,23.69,70035.30,70020.33,DOWN
1774041000,,,70072.2,-51.87,,,,,,,,,,DOWN,33,DOWN,33,DOWN,33,63.90,20,64.63,107.37,60.55,70020.33,70124.80,UP
1774041300,,,70443.3,-318.40,,,,,-0.07,70124.9,-0.009999999999999953,0.47,0.51,UP,31,UP,31,UP,88,72.52,117,0.00,421.60,127.63,70124.90,70466.20,UP
